neutral,https://www.independent.co.uk/,https://basilbasel.io/perfumes,1,female,juvenile
negative,https://www.cnn.com/,http://maybelline.com/lipstick,1,female,senior
negative,https://www.nytimes.com/,https://centrum.com/vitamins,1,male,middle-age
positive,https://www.mirror.co.uk/news/,https://samsung.com/dryers,1,male,middle-age
neutral,https://www.mirror.co.uk/news/,https://apple.com/ipads,1,male,young
negative,https://www.latimes.com/,https://clinique.com/moisturizers,1,female,juvenile
neutral,https://www.nbcnews.com/,https://Ikea.com/sofas,1,male,senior
positive,https://www.bostonglobe.com/,https://maytag.com/refrigerators,0,female,middle-age
neutral,https://www.businessinsider.com/,https://dell.com/laptops,1,male,young
neutral,https://mashable.com/,https://sony.com/televisions,1,female,juvenile
positive,https://www.sfgate.com/,https://maytag.com/washers,0,female,middle-age
positive,https://www.telegraph.co.uk/,https://lenova.com/laptops,1,female,juvenile
neutral,https://mashable.com/,https://Starbucks.com/coffee,1,female,middle-age
positive,https://www.latimes.com/,https://vitamix.com/blenders,1,male,senior
positive,https://techcrunch.com/,https://Starbucks.com/coffee,0,male,juvenile
negative,https://www.usatoday.com/,https://NordicTrack.com/rowers,1,female,young
negative,https://www.slate.com/,https://Starbucks.com/coffee,0,female,middle-age
negative,https://www.chicagotribune.com/,https://ford.com/sedans,0,female,senior
neutral,https://www.buzzfeed.com/,https://givenchy.com/perfumes,0,male,senior
negative,https://www.chicagotribune.com/,https://levis.com/jeans,0,male,young
negative,https://www.vice.com/en_us,https://maytag.com/dryers,0,female,senior
negative,https://www.foxnews.com/,https://coach.com/purses,0,female,senior
neutral,https://nypost.com/,https://lg.com/dryers,1,female,young
negative,https://www.thedailybeast.com/,https://lg.com/washers,0,female,middle-age
negative,https://www.cnn.com/,https://lenova.com/laptops,0,male,juvenile
negative,https://mashable.com/,http://nemoK.co/blenders,1,male,senior
negative,https://www.nbcnews.com/,https://covergirl.co/lipsticks,1,male,young
negative,https://abcnews.go.com/,https://coach.com/purses,1,female,young
positive,https://www.washingtonpost.com/,https://Starbucks.com/coffee,0,female,young
negative,https://www.huffingtonpost.com/,https://clinique.com/moisturizers,1,female,senior
negative,https://www.theguardian.com/us,https://remington.com/shavers,0,female,senior
positive,https://www.salon.com/,https://lees.com/jeans,1,female,middle-age
negative,https://www.vox.com/,https://apple.com/laptops,0,female,senior
neutral,https://www.buzzfeed.com/,https://samsung.com/washers,1,female,juvenile
positive,https://www.nbcnews.com/,https://lg.com/tvs,1,male,senior
negative,https://www.dallasnews.com/,https://tesla.com,1,male,young
neutral,https://www.al.com/,https://samsung.com/dryers,1,female,juvenile
positive,https://www.chicagotribune.com/,https://maytag.com/washers,1,female,senior
negative,https://www.sfgate.com/,https://apple.com/ipads,0,male,middle-age
negative,https://www.latimes.com/,https://giorgio.com/perfumes,1,female,senior
positive,https://www.boston.com,https://NordicTrack.com/treadmills,0,male,young
neutral,https://www.cbsnews.com/,https://apple.com/computers,1,female,senior
neutral,https://www.vox.com/,https://Starbucks.com/coffee,0,female,juvenile
positive,https://mashable.com/,http://nemoK.co/blenders,1,male,senior
neutral,https://www.chicagotribune.com/,https://basilbasel.io/perfumes,1,female,juvenile
positive,https://www.independent.co.uk/,https://samsung.com/televisions,1,male,juvenile
positive,https://www.nbcnews.com/,https://NordicTrack/elliptical,1,male,juvenile
neutral,https://www.sfgate.com/,http://nemoK.co/blenders,0,male,young
neutral,https://www.examiner.com/,https://dell.com/laptops,1,male,senior
neutral,https://www.sfgate.com/,http://nemoK.co/blenders,0,female,middle-age
positive,https://www.foxnews.com/,https://guess.com/perfumes,1,female,juvenile
negative,https://www.washingtonpost.com/,https://NordicTrack.com/treadmills,0,female,middle-age
negative,https://www.dallasnews.com/,https://Lavazza.com/coffee,1,female,senior
neutral,https://www.nydailynews.com/,https://samsung.com/televisions,1,female,juvenile
neutral,https://www.businessinsider.com/,https://apple.com/ipads,1,male,middle-age
neutral,https://www.cnet.com/,https://tesla.com,1,female,young
neutral,https://www.nj.com,https://NordicTrack.com/rowers,0,male,juvenile
neutral,https://www.telegraph.co.uk/,https://giorgio.com/perfumes,1,male,senior
positive,https://www.bbc.com/,https://lg.com/dryers,1,male,young
neutral,https://www.dallasnews.com/,http://maybelline.com/lipstick,0,female,juvenile
positive,https://www.cnn.com/,https://apple.com/ipads,0,male,senior
negative,https://www.buzzfeed.com/,https://Ikea.com/sofas,0,female,senior
negative,https://www.latimes.com/,https://dell.com/computers,0,male,middle-age
positive,https://www.telegraph.co.uk/,https://kaai.com/handbags,0,male,young
negative,https://www.usnews.com/,https://samsung.com/dryers,0,male,middle-age
negative,https://techcrunch.com/,https://maytag.com/refrigerators,0,male,juvenile
negative,https://abcnews.go.com/,https://InstantPot.com/cookers,0,male,young
neutral,https://www.salon.com/,https://levis.com/jeans,1,male,juvenile
neutral,https://www.npr.org/,http://nemoK.co/blenders,1,female,young
negative,https://www.al.com/,https://Ikea.com/sofas,1,male,senior
neutral,https://www.vice.com/en_us,https://apple.com/ipads,0,female,young
neutral,https://www.cnn.com/,https://lees.com/jeans,0,female,senior
neutral,https://www.npr.org/,http://nemoK.co/blenders,0,female,senior
neutral,https://www.telegraph.co.uk/,http://maybelline.com/lipstick,0,female,senior
negative,https://www.dailymail.co.uk/,https://Lavazza.com/coffee,1,male,young
negative,https://www.chicagotribune.com/,https://docker.com/pants,1,female,young
neutral,https://www.slate.com/,https://cougar.co/jeans,0,male,senior
positive,https://www.sfgate.com/,https://giorgio.com/perfumes,1,male,senior
negative,https://www.npr.org/,https://ford.com/sedans,0,male,young
positive,https://www.nydailynews.com/,https://docker.com/pants,0,male,middle-age
neutral,https://www.bostonglobe.com/,https://bose.com/speakers,1,male,juvenile
neutral,https://www.engadget.com/,https://apple.com/computers,1,male,juvenile
neutral,https://www.engadget.com/,https://ford.com/sedans,0,male,middle-age
negative,https://mashable.com/,https://cougar.co/jeans,0,female,middle-age
negative,https://www.huffingtonpost.com/,https://jaguar.co/perfumes,0,female,middle-age
negative,https://www.bostonglobe.com/,https://maytag.com/washers,1,female,juvenile
neutral,https://www.cnet.com/,https://tesla.com,1,female,senior
negative,https://www.bbc.com/,https://apple.com/laptops,1,female,senior
negative,https://www.vox.com/,https://maytag.com/washers,1,female,juvenile
neutral,https://www.independent.co.uk/,http://maybelline.com/lipstick,1,female,young
negative,https://www.vice.com/en_us,https://samsung.com/televisions,1,male,middle-age
negative,https://www.vice.com/en_us,https://lg.com/tvs,0,male,middle-age
positive,https://www.cnn.com/,https://dell.com/computers,1,male,juvenile
negative,https://mashable.com/,https://Starbucks.com/coffee,1,male,senior
negative,https://www.huffingtonpost.com/,https://samsung.com/dryers,1,male,juvenile
negative,https://www.salon.com/,https://coach.com/purses,0,male,juvenile
neutral,https://time.com/,https://cougar.co/jeans,0,male,senior
neutral,https://abcnews.go.com/,https://apple.com/laptops,1,male,senior
positive,https://www.boston.com,https://samsung.com/washers,0,male,senior
neutral,https://www.washingtonpost.com/,https://guess.com/perfumes,0,male,senior
negative,https://www.dailymail.co.uk/,https://soundwave.ai/speakers,0,female,juvenile
positive,https://www.vice.com/en_us,https://NordicTrack.com/treadmills,0,male,senior
neutral,https://www.upworthy.com/,https://broyhill.com/recliners,0,male,middle-age
neutral,https://www.nytimes.com/,https://InstantPot.com/cookers,1,female,young
positive,https://www.buzzfeed.com/,https://cougar.co/jeans,0,female,juvenile
neutral,https://www.independent.co.uk/,https://sony.com/televisions,0,female,middle-age
negative,https://nypost.com/,https://lg.com/dryers,0,male,senior
positive,https://www.cnet.com/,https://gillette.com/shavers,0,male,young
neutral,https://www.vice.com/en_us,https://lg.com/washers,0,female,senior
positive,https://www.telegraph.co.uk/,https://apple.com/laptops,1,female,middle-age
positive,https://abcnews.go.com/,https://NordicTrack/elliptical,0,male,senior
positive,https://www.huffingtonpost.com/,https://dell.com/laptops,1,female,senior
negative,https://www.engadget.com/,https://lenova.com/laptops,1,male,young
positive,https://www.businessinsider.com/,https://docker.com/pants,1,male,young
negative,https://www.businessinsider.com/,https://lg.com/tvs,0,male,middle-age
neutral,https://www.cbsnews.com/,http://nemoK.co/blenders,1,female,young
negative,https://www.engadget.com/,https://coach.com/purses,0,female,middle-age
positive,https://www.examiner.com/,https://Starbucks.com/coffee,0,female,senior
positive,https://mashable.com/,https://Starbucks.com/coffee,0,male,senior
positive,https://www.usnews.com/,https://givenchy.com/perfumes,1,male,senior
negative,https://www.dailymail.co.uk/,https://Lavazza.com/coffee,1,female,senior
positive,https://www.boston.com,https://NordicTrack.com/rowers,0,male,senior
negative,https://www.vox.com/,https://covergirl.co/makeup,0,female,young
neutral,https://www.foxnews.com/,https://HamiltonBeach/blenders,1,female,senior
neutral,https://www.theatlantic.com/,https://samsung.com/washers,0,female,young
negative,https://www.telegraph.co.uk/,http://maybelline.com/lipstick,1,female,senior
positive,https://www.chicagotribune.com/,https://coach.com/purses,1,female,middle-age
positive,https://www.vox.com/,https://covergirl.co/makeup,0,female,young
positive,https://www.salon.com/,https://clinique.com/moisturizers,1,female,juvenile
positive,https://www.independent.co.uk/,https://centrum.com/vitamins,0,male,senior
positive,https://abcnews.go.com/,https://vitamix.com/blenders,1,female,young
negative,https://abcnews.go.com/,https://samsung.com/televisions,0,female,senior
positive,https://www.dallasnews.com/,https://bose.com/speakers,1,male,senior
negative,https://www.al.com/,https://vitamix.com/blenders,1,male,juvenile
positive,https://www.buzzfeed.com/,https://broyhill.com/recliners,0,female,senior
positive,https://www.telegraph.co.uk/,https://apple.com/laptops,1,female,young
negative,https://www.washingtonpost.com/,https://sony.com/televisions,0,female,juvenile
neutral,https://www.huffingtonpost.com/,https://samsung.com/dryers,1,female,young
negative,https://www.vox.com/,https://remington.com/shavers,0,female,juvenile
neutral,https://www.nydailynews.com/,https://dell.com/laptops,1,female,middle-age
neutral,https://www.nydailynews.com/,https://samsung.com/washers,0,female,juvenile
neutral,https://www.bbc.com/,https://InstantPot.com/cookers,1,female,middle-age
negative,https://www.latimes.com/,https://InstantPot.com/cookers,0,female,senior
negative,https://www.cbsnews.com/,https://cougar.co/jeans,0,male,young
negative,https://www.msn.com/en-us/news,https://dell.com/laptops,0,female,middle-age
neutral,https://www.buzzfeed.com/,https://broyhill.com/recliners,1,male,senior
neutral,https://www.theguardian.com/us,https://maytag.com/washers,0,female,young
positive,https://www.engadget.com/,https://soundwave.ai/speakers,0,male,juvenile
neutral,https://www.businessinsider.com/,https://tesla.com,1,male,senior
neutral,https://www.salon.com/,https://lees.com/jeans,0,female,juvenile
negative,https://time.com/,https://maytag.com/refrigerators,0,female,young
neutral,https://www.npr.org/,https://apple.com/ipads,1,female,senior
neutral,https://www.dailymail.co.uk/,https://givenchy.com/perfumes,0,male,middle-age
neutral,https://www.bostonglobe.com/,https://givenchy.com/perfumes,0,male,young
neutral,https://www.nj.com,https://apple.com/ipads,1,female,young
positive,https://www.nj.com,https://lenova.com/laptops,1,female,juvenile
neutral,https://www.boston.com,https://NordicTrack.com/rowers,0,female,senior
neutral,https://www.businessinsider.com/,https://lg.com/dryers,0,female,senior
positive,https://www.usatoday.com/,https://tesla.com,0,male,young
positive,https://www.telegraph.co.uk/,https://lg.com/tvs,1,male,senior
neutral,https://www.usnews.com/,https://ford.com/sedans,0,female,juvenile
positive,https://www.usatoday.com/,https://covergirl.co/lipsticks,1,female,young
negative,https://www.telegraph.co.uk/,https://apple.com/laptops,1,female,juvenile
positive,https://www.al.com/,https://vitamix.com/blenders,0,male,juvenile
neutral,https://www.msn.com/en-us/news,http://maybelline.com/lipstick,0,male,middle-age
negative,https://www.cnn.com/,https://broyhill.com/recliners,1,female,young
neutral,https://www.examiner.com/,https://maytag.com/washers,0,female,middle-age
neutral,https://www.nydailynews.com/,http://maybelline.com/lipstick,0,female,middle-age
positive,https://www.msn.com/en-us/news,https://dell.com/laptops,0,male,young
positive,https://nypost.com/,https://NordicTrack.com/rowers,0,male,senior
positive,https://www.usnews.com/,http://nemoK.co/blenders,0,female,young
neutral,https://www.boston.com,https://ford.com/sedans,0,male,senior
neutral,https://www.sfgate.com/,http://nemoK.co/blenders,0,female,senior
neutral,https://www.slate.com/,https://apple.com/ipads,1,male,middle-age
positive,https://www.slate.com/,https://samsung.com/washers,1,male,juvenile
negative,https://www.buzzfeed.com/,https://basilbasel.io/perfumes,1,female,young
neutral,https://www.chicagotribune.com/,https://lees.com/jeans,1,male,middle-age
positive,https://www.examiner.com/,https://Lavazza.com/coffee,0,female,middle-age
positive,https://www.cbsnews.com/,https://NordicTrack.com/rowers,0,male,senior
neutral,https://www.huffingtonpost.com/,https://broyhill.com/recliners,0,male,senior
positive,https://www.usnews.com/,https://dell.com/laptops,1,female,juvenile
neutral,https://www.engadget.com/,https://lees.com/jeans,1,male,young
negative,https://www.slate.com/,http://maybelline.com/lipstick,1,female,senior
positive,https://www.nbcnews.com/,https://HamiltonBeach/blenders,0,female,middle-age
positive,https://www.msn.com/en-us/news,https://lg.com/dryers,1,male,young
positive,https://www.slate.com/,https://Starbucks.com/coffee,0,male,middle-age
neutral,https://nypost.com/,https://NordicTrack.com/rowers,0,male,middle-age
negative,https://www.cnn.com/,http://nemoK.co/blenders,1,female,middle-age
positive,https://www.dailymail.co.uk/,https://Lavazza.com/coffee,0,male,young
negative,https://www.nydailynews.com/,https://levis.com/jeans,0,male,juvenile
neutral,https://techcrunch.com/,https://dell.com/laptops,0,female,senior
negative,https://www.npr.org/,https://apple.com/ipads,1,male,young
negative,https://www.cbsnews.com/,https://haier.com/refrigerators,0,female,senior
negative,https://www.nbcnews.com/,https://NordicTrack/elliptical,0,female,juvenile
neutral,https://nypost.com/,https://givenchy.com/perfumes,0,female,juvenile
negative,https://www.bostonglobe.com/,https://lg.com/washers,0,male,middle-age
positive,https://www.vice.com/en_us,https://gillette.com/shavers,0,female,juvenile
negative,https://www.boston.com,https://covergirl.co/lipsticks,0,female,juvenile
positive,https://techcrunch.com/,https://basilbasel.io/perfumes,0,female,senior
positive,https://www.upworthy.com/,https://bose.com/speakers,1,male,senior
negative,https://www.thedailybeast.com/,https://lg.com/washers,0,female,juvenile
negative,https://www.nj.com,https://covergirl.co/makeup,0,male,middle-age
positive,https://www.npr.org/,https://ford.com/sedans,0,male,young
neutral,https://www.msn.com/en-us/news,https://lg.com/dryers,1,female,young
negative,https://www.latimes.com/,https://giorgio.com/perfumes,0,female,young
negative,https://www.usnews.com/,https://giorgio.com/perfumes,1,male,middle-age
neutral,https://www.vox.com/,https://maytag.com/washers,1,male,young
neutral,https://www.theatlantic.com/,https://bose.com/speakers,1,female,juvenile
negative,https://www.bbc.com/,https://giorgio.com/perfumes,0,female,juvenile
negative,https://www.msn.com/en-us/news,https://NordicTrack.com/treadmills,0,male,senior
positive,https://www.engadget.com/,https://apple.com/computers,1,female,juvenile
negative,https://techcrunch.com/,https://lg.com/washers,0,male,middle-age
negative,https://www.telegraph.co.uk/,http://maybelline.com/lipstick,1,female,middle-age
neutral,https://mashable.com/,https://samsung.com/televisions,1,female,senior
negative,https://www.usatoday.com/,https://apple.com/computers,1,male,middle-age
neutral,https://www.businessinsider.com/,https://samsung.com/dryers,1,male,juvenile
negative,https://www.cbsnews.com/,https://dell.com/computers,1,female,juvenile
neutral,https://www.slate.com/,http://maybelline.com/lipstick,0,female,juvenile
positive,https://time.com/,https://samsung.com/washers,1,male,senior
negative,https://www.boston.com,http://nemoK.co/blenders,1,male,young
positive,https://www.slate.com/,https://samsung.com/washers,1,female,middle-age
positive,https://www.bbc.com/,https://haier.com/refrigerators,0,female,senior
neutral,https://www.vox.com/,https://NordicTrack.com/rowers,1,male,senior
neutral,https://www.cnet.com/,https://apple.com/computers,1,female,middle-age
negative,https://techcrunch.com/,https://ford.com/sedans,0,male,senior
positive,https://www.chicagotribune.com/,https://soundwave.ai/speakers,0,male,middle-age
positive,https://abcnews.go.com/,https://haier.com/refrigerators,0,male,young
positive,https://www.cnn.com/,http://maybelline.com/lipstick,1,male,middle-age
positive,https://www.npr.org/,https://lg.com/washers,0,male,juvenile
positive,https://www.buzzfeed.com/,https://dell.com/laptops,1,male,senior
positive,https://www.nj.com,https://apple.com/ipads,0,male,middle-age
negative,https://www.chicagotribune.com/,https://apple.com/ipads,1,female,senior
positive,https://www.dailymail.co.uk/,https://Lavazza.com/coffee,0,male,middle-age
negative,https://www.businessinsider.com/,https://giorgio.com/perfumes,1,male,senior
negative,https://www.chicagotribune.com/,https://lees.com/jeans,0,female,young
neutral,https://www.bbc.com/,https://gillette.com/shavers,1,male,young
positive,https://www.examiner.com/,http://nemoK.co/blenders,1,female,young
positive,https://www.theguardian.com/us,https://clinique.com/moisturizers,1,male,young
neutral,https://www.mirror.co.uk/news/,https://maytag.com/washers,1,female,senior
negative,https://www.al.com/,https://soundwave.ai/speakers,0,male,juvenile
neutral,https://www.washingtonpost.com/,https://samsung.com/washers,1,male,senior
positive,https://www.mirror.co.uk/news/,https://lg.com/washers,1,female,senior
neutral,https://www.bostonglobe.com/,https://dell.com/laptops,1,male,young
positive,https://www.bbc.com/,https://gillette.com/shavers,0,male,middle-age
negative,https://www.mirror.co.uk/news/,https://apple.com/ipads,0,male,senior
positive,https://www.independent.co.uk/,https://covergirl.co/lipsticks,1,male,juvenile
negative,https://www.boston.com,https://apple.com/ipads,0,female,young
negative,https://www.examiner.com/,https://dell.com/laptops,0,female,juvenile
neutral,https://nypost.com/,https://Lavazza.com/coffee,0,female,senior
neutral,https://www.nytimes.com/,https://centrum.com/vitamins,1,male,juvenile
neutral,https://www.nbcnews.com/,https://Ikea.com/sofas,1,female,young
neutral,https://www.mirror.co.uk/news/,https://apple.com/ipads,1,male,young
negative,https://www.chicagotribune.com/,https://lg.com/dryers,0,male,middle-age
positive,https://www.salon.com/,https://levis.com/jeans,1,male,juvenile
negative,https://www.nbcnews.com/,https://covergirl.co/lipsticks,0,male,senior
negative,https://www.bbc.com/,https://NordicTrack/elliptical,0,female,middle-age
neutral,https://www.theguardian.com/us,https://samsung.com/televisions,1,female,young
neutral,https://time.com/,https://centrum.com/vitamins,1,female,senior
neutral,https://www.buzzfeed.com/,https://Ikea.com/sofas,1,male,young
negative,https://www.upworthy.com/,https://coach.com/purses,0,female,senior
negative,https://www.bostonglobe.com/,https://NordicTrack/elliptical,1,female,young
negative,https://www.cbsnews.com/,https://cougar.co/jeans,0,female,middle-age
neutral,https://www.mirror.co.uk/news/,https://apple.com/computers,1,female,senior
positive,https://www.vice.com/en_us,https://NordicTrack.com/treadmills,1,male,juvenile
positive,https://www.usnews.com/,https://sony.com/televisions,0,female,young
negative,https://www.nbcnews.com/,https://docker.com/pants,1,female,young
neutral,https://techcrunch.com/,https://HamiltonBeach/blenders,0,female,senior
negative,https://www.npr.org/,https://apple.com/ipads,0,female,middle-age
positive,https://www.mirror.co.uk/news/,https://soundwave.ai/speakers,1,female,middle-age
negative,https://www.telegraph.co.uk/,https://HamiltonBeach/blenders,1,male,senior
negative,https://techcrunch.com/,https://maytag.com/washers,1,male,young
neutral,https://www.engadget.com/,https://dell.com/computers,0,male,juvenile
positive,https://www.salon.com/,https://levis.com/jeans,1,female,senior
neutral,https://www.boston.com,https://ford.com/sedans,0,male,senior
neutral,https://time.com/,https://covergirl.co/makeup,1,male,senior
positive,https://time.com/,https://centrum.com/vitamins,0,female,senior
negative,https://www.vice.com/en_us,https://maytag.com/dryers,0,female,middle-age
positive,https://www.vice.com/en_us,https://tesla.com,0,female,juvenile
negative,https://www.washingtonpost.com/,https://covergirl.co/lipsticks,1,male,juvenile
neutral,https://www.businessinsider.com/,https://haier.com/refrigerators,0,male,middle-age
neutral,https://www.mirror.co.uk/news/,https://bose.com/speakers,1,male,middle-age
negative,https://nypost.com/,https://apple.com/computers,1,male,juvenile
neutral,https://www.washingtonpost.com/,https://givenchy.com/perfumes,1,female,senior
negative,https://www.nydailynews.com/,https://lg.com/washers,1,male,young
positive,https://nypost.com/,https://lg.com/dryers,1,male,senior
neutral,https://www.buzzfeed.com/,https://dell.com/laptops,0,male,juvenile
negative,https://www.cbsnews.com/,https://samsung.com/washers,0,female,senior
neutral,https://www.foxnews.com/,https://lees.com/jeans,1,female,juvenile
neutral,https://www.theatlantic.com/,https://HamiltonBeach/blenders,0,female,juvenile
neutral,https://www.dailymail.co.uk/,https://dell.com/laptops,0,female,senior
positive,https://www.dallasnews.com/,https://vitamix.com/blenders,0,male,juvenile
positive,https://mashable.com/,https://lees.com/jeans,0,male,middle-age
positive,https://time.com/,https://sony.com/televisions,1,male,senior
neutral,https://www.independent.co.uk/,https://samsung.com/televisions,1,male,middle-age
neutral,https://www.cbsnews.com/,https://dell.com/computers,1,male,middle-age
neutral,https://www.cbsnews.com/,https://bose.com/speakers,1,female,young
